운영우선순위,최종순위,채널ID,채널명,대표상위세그먼트,대표하위세그먼트,채널구독자수,최근영상조회수평균,최근영상참여율평균,최종점수,채널력점수,성장성점수,팬밀도점수,라이브친화점수,실전성점수,액션버킷,shortlist_선정여부,shortlist_유형,추천사유,주의사유,자동판정근거,변화요약
775,675,UCiTXU1VWaA1F8X04g3wWwqQ,무메일지,게임 실황형,롤,4270.0,6520.0,0.0417938955878376,0.5805661652275594,0.4890523758099352,0.4966139708618439,0.7208423326133909,0.4203721168874098,0.98432,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.581, 채널력=0.489, 성장성=0.497, 팬밀도=0.721, 라이브=0.420, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.196",순위 15단계 하락 / 최종점수 -0.001 / 성장성 -0.000
776,681,UCAY9hllp4aWvPkyk_Sv6OLw,아아 Iced Americano,,음악기타,71200.0,624461.2,0.0080365241785112,0.5800744538896719,0.94670626349892,0.5985957407674135,0.0880129589632829,0.4203721168874098,0.99272,보류,False,,성장성 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.580, 채널력=0.947, 성장성=0.599, 팬밀도=0.088, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 51단계 하락 / 최종점수 -0.006 / 성장성 -0.000
777,682,UCFhvOLfXqcJErKrf7AXAjnA,한식클라쓰,음악·보이스형,ASMR보이스,32800.0,24659.2,0.025393734604666,0.5798660162990008,0.7397948164146868,0.4400078835899934,0.4584233261339093,0.4203721168874098,1.0,보류,False,,실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.580, 채널력=0.740, 성장성=0.440, 팬밀도=0.458, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 23단계 하락 / 최종점수 -0.002 / 성장성 +0.001
778,683,UCJ-soEmJLdj_fSpBU5RpQyg,짤녀와 많쿠만in텟슈,창작·비주얼형,일러스트리깅,1870.0,14.0,0.0603412944125018,0.5795805488609401,0.1801835853131749,0.3668132559764319,0.8520518358531317,0.8660389635396776,0.99104,보류,False,,팬밀도 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.580, 채널력=0.180, 성장성=0.367, 팬밀도=0.852, 라이브=0.866, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 13단계 하락 / 최종점수 -0.001 / 성장성 +0.000
779,684,UCBnNb3sFixmWwcYXku53jyQ,미묘 MYO ASMR,음악·보이스형,ASMR보이스,3390.0,16267.1,0.0379325924795944,0.5791867346231284,0.5543331533477321,0.4928760593220339,0.6706263498920086,0.3960583153347732,0.98432,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.579, 채널력=0.554, 성장성=0.493, 팬밀도=0.671, 라이브=0.396, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.196",순위 16단계 하락 / 최종점수 -0.001 / 성장성 -0.000
780,687,UCVZ9FttNbMvJ8wDtoi0209g,헛소리의 이것저것,창작·비주얼형,코스프레,76700.0,48382.2,0.0399311038752185,0.5788041827557883,0.5623245140388768,0.516910483052404,0.7024838012958964,0.3070734541831007,0.98208,보류,False,,성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.579, 채널력=0.562, 성장성=0.517, 팬밀도=0.702, 라이브=0.307, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 6단계 하락 / 최종점수 +0.000 / 성장성 +0.000
781,690,UC3-i7eauQB6x2myWK2zUq-A,크리본,버츄얼 퍼포먼스형,버튜버,2940.0,967.5,0.1002747748153753,0.5783504690020809,0.2122705183585312,0.4928057006335452,0.9578833693304536,0.4203721168874098,0.99104,보류,False,,팬밀도 상위권,주요 자동 리스크 낮음,"최종=0.578, 채널력=0.212, 성장성=0.493, 팬밀도=0.958, 라이브=0.420, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 13단계 하락 / 최종점수 -0.000 / 성장성 -0.000
782,692,UCbWXn3pokH3UVYu-Vay60Mg,악땜쓰의 게임채널!!,게임 실황형,블루아카이브,6850.0,421.3,0.0696854548926371,0.5781106775378577,0.1660232181425485,0.5743338281564144,0.8947084233261339,0.8660389635396776,0.85808,보류,False,,성장성 상위권 / 팬밀도 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,팬/클립/아카이브 채널 의심 / 수집 영상 수 부족,"최종=0.578, 채널력=0.166, 성장성=0.574, 팬밀도=0.895, 라이브=0.866, 실전성=0.858, 운영제외리스크=0.220, 검증필요리스크=0.224",순위 16단계 하락 / 최종점수 -0.001 / 성장성 -0.000
783,693,UCdtLrhj_Noe6JDQfsciC2qA,우기의 923번째 머리카락 (삭발예정),음악·보이스형,보컬로이드JPOP커버,4820.0,126938.2,0.0328912204386751,0.5780354637631879,0.6685340172786177,0.3817008732221953,0.5955723542116631,0.4203721168874098,1.0,보류,False,,실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.578, 채널력=0.669, 성장성=0.382, 팬밀도=0.596, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 15단계 하락 / 최종점수 -0.001 / 성장성 -0.001
784,694,UCoMlsyTsbqtSYDmheA79MAA,쌀미,음악·보이스형,커버,2310.0,168374.0,0.0226710752206951,0.5778018483801296,0.8019303455723542,0.5,0.4076673866090712,0.3960583153347732,0.98432,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.578, 채널력=0.802, 성장성=0.500, 팬밀도=0.408, 라이브=0.396, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.196",순위 12단계 하락 / 최종점수 -0.000
785,695,UCLgsadjy40X1CjYrqDXbBDg,버츄얼 베이커리,버츄얼 퍼포먼스형,버튜버,2910.0,13359.6,0.0300317080312741,0.5772719631638177,0.6093682505399568,0.463219881417903,0.5475161987041036,0.4203721168874098,1.0,보류,False,,실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.577, 채널력=0.609, 성장성=0.463, 팬밀도=0.548, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 7단계 하락 / 최종점수 -0.001 / 성장성 +0.001
786,698,UCGTThxxnjy4kYKMirYZ41Ig,나일롱,,서브컬쳐게임,11600.0,1172.2,0.0412826975299361,0.5770547092441664,0.468439524838013,0.3049430666712319,0.7165226781857451,0.7280357727399639,0.99272,보류,False,,라이브친화도 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.577, 채널력=0.468, 성장성=0.305, 팬밀도=0.717, 라이브=0.728, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 7단계 하락 / 최종점수 -0.001 / 성장성 +0.000
787,699,UC-cSqC839qw_zKC0pkJ12Zw,한률,,커버기타,200000.0,482608.1,0.0169107637782114,0.577025022837423,0.9703563714902808,0.4151192938591191,0.2840172786177106,0.4203721168874098,0.99272,보류,False,,뚜렷한 강점 신호 부족,상위 세그먼트 불명확,"최종=0.577, 채널력=0.970, 성장성=0.415, 팬밀도=0.284, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 14단계 하락 / 최종점수 -0.001 / 성장성 +0.000
788,700,UCt8mpTvSGET6dJ2Oxa3SMZA,하루 ⛩️🕹️,,서브컬쳐게임,4400.0,85719.6,0.0460602808069664,0.5770207398067138,0.5452888768898487,0.4928760593220339,0.7532397408207343,0.3960583153347732,0.96808,보류,False,,뚜렷한 강점 신호 부족,상위 세그먼트 불명확 / 성장성 신뢰도 낮음,"최종=0.577, 채널력=0.545, 성장성=0.493, 팬밀도=0.753, 라이브=0.396, 실전성=0.968, 운영제외리스크=0.000, 검증필요리스크=0.399",순위 10단계 하락 / 최종점수 -0.001 / 성장성 -0.000
789,702,UCc5iu2oZRNBwQhDdMAt-Ypw,아키,음악·보이스형,성우더빙,2560.0,7258.7,0.0697642153486121,0.5766309893116086,0.3237446004319654,0.4844511287676967,0.8952483801295896,0.4203721168874098,0.98208,보류,False,,팬밀도 상위권,수집 영상 수 부족,"최종=0.577, 채널력=0.324, 성장성=0.484, 팬밀도=0.895, 라이브=0.420, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 4단계 하락 / 최종점수 -0.000 / 성장성 +0.000
790,704,UC75pbnXRZaN3VCzo8OQzJhQ,노마카세,음악·보이스형,성우,35900.0,33682.2,0.0181818326196722,0.5765174094089354,0.8341252699784018,0.4680555155700902,0.3131749460043196,0.4203721168874098,1.0,보류,False,,실전성 리스크 낮음,주요 자동 리스크 낮음,"최종=0.577, 채널력=0.834, 성장성=0.468, 팬밀도=0.313, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 11단계 하락 / 최종점수 -0.001 / 성장성 +0.000
791,705,UCmq8hxONfXO28XQzFVmheuw,하바로셀,음악·보이스형,ASMR보이스,11200.0,517.1,0.0321790625222619,0.5762701096233003,0.4191549676025918,0.4570435781990722,0.5831533477321814,0.6519338556927332,1.0,보류,False,,라이브친화도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.576, 채널력=0.419, 성장성=0.457, 팬밀도=0.583, 라이브=0.652, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 100단계 하락 / 최종점수 -0.012 / 성장성 +0.000
792,707,UCZIyUfCRzFmJkVaPL1inmlA,드라니스,,서브컬쳐게임,2570.0,17.8,0.0454190115794975,0.5762564531939786,0.3115550755939524,0.5651474661445652,0.7483801295896328,0.4203721168874098,0.99272,보류,False,,성장성 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.576, 채널력=0.312, 성장성=0.565, 팬밀도=0.748, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 52단계 하락 / 최종점수 -0.006 / 성장성 +0.000
793,708,UCrPcpr8lzO1GTSSZjm2lV2w,세력버스_,창작·비주얼형,일러스트리깅,309000.0,1227.8,0.1043240358152551,0.5761500552202216,0.3086258099352051,0.4888581598976549,0.9616630669546437,0.4203721168874098,0.88208,보류,False,,팬밀도 상위권 / 성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.576, 채널력=0.309, 성장성=0.489, 팬밀도=0.962, 라이브=0.420, 실전성=0.882, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 114단계 상승 / 최종점수 +0.013 / 성장성 +0.000
794,709,UC6pQKtIqKX31sVPg9vvhl9A,솔솔 ASMR,음악·보이스형,ASMR보이스,15500.0,8179.2,0.0421362982102618,0.5759062600431966,0.5223812095032399,0.5,0.724622030237581,0.3960583153347732,0.97536,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.576, 채널력=0.522, 성장성=0.500, 팬밀도=0.725, 라이브=0.396, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308",순위 13단계 하락 / 최종점수 -0.001
795,710,UCpvNCwb8Xe4Nf4RuGlFar2A,요미월드,음악·보이스형,ASMR보이스,599000.0,870919.7,0.0232006792750833,0.5758005155133417,0.8866630669546437,0.3904604687198901,0.4152267818574514,0.4203721168874098,0.9,보류,False,,성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.576, 채널력=0.887, 성장성=0.390, 팬밀도=0.415, 라이브=0.420, 실전성=0.900, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 11단계 하락 / 최종점수 -0.001 / 성장성 +0.000
796,711,UCMZtpOPBlAwVYl1AfN9KLpQ,나는찬미,창작·비주얼형,코스프레,15600.0,27616.3,0.017616350706481,0.5755235654796298,0.7271328293736501,0.4970656243783466,0.2991360691144708,0.5371068865753741,1.0,보류,False,,실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.576, 채널력=0.727, 성장성=0.497, 팬밀도=0.299, 라이브=0.537, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 6단계 하락 / 최종점수 -0.000 / 성장성 +0.000
797,712,UC2tOnRqbljrp7As7OUsQTXw,오늘이올시다,음악·보이스형,성우더빙,11900.0,254883.2,0.0147200139215427,0.5754573392594156,0.7991360691144709,0.5553988318364605,0.2321814254859611,0.4203721168874098,1.0,보류,False,,실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.575, 채널력=0.799, 성장성=0.555, 팬밀도=0.232, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 32단계 하락 / 최종점수 -0.003 / 성장성 +0.000
798,713,UC4FccWZ4kOJD6SCmgVitY5Q,숲정남,창작·비주얼형,일러스트리깅,4880.0,416.6,0.0562759174542048,0.5752933760918109,0.3784287257019438,0.4928760593220339,0.8288336933045356,0.3960583153347732,0.98432,보류,False,,팬밀도 상위권,성장성 신뢰도 낮음,"최종=0.575, 채널력=0.378, 성장성=0.493, 팬밀도=0.829, 라이브=0.396, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.196",순위 9단계 하락 / 최종점수 -0.001 / 성장성 -0.000
799,714,UCnu5A9Zwc0UVrSmTJmp-P0w,류현상,,기타 연주,29400.0,5392.4,0.033913464286017,0.5752699100271988,0.5433990280777538,0.4855239357047395,0.6133909287257019,0.4203721168874098,0.99272,보류,False,,성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.575, 채널력=0.543, 성장성=0.486, 팬밀도=0.613, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091",순위 3단계 상승 / 최종점수 +0.001 / 성장성 +0.002
800,715,UCr1Is4oFjFaX4SPMOzCRMbg,장또산,음악·보이스형,애니송커버,3390.0,2185.0,0.033321710492889,0.5750978656284278,0.4698704103671706,0.5230597675727514,0.6009719222462203,0.4203721168874098,1.0,보류,False,,실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.575, 채널력=0.470, 성장성=0.523, 팬밀도=0.601, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 8단계 하락 / 최종점수 -0.001 / 성장성 +0.000
801,717,UCJnP6qOukPcFSzF1-rGgs_Q,플로잉 아카데미  Flowing Academy,,커버기타,33600.0,2453.0,0.0186437879758789,0.5749134127162934,0.6583288336933045,0.5992172729852915,0.3234341252699784,0.738474168723263,0.81272,보류,False,,성장성 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,상위 세그먼트 불명확,"최종=0.575, 채널력=0.658, 성장성=0.599, 팬밀도=0.323, 라이브=0.738, 실전성=0.813, 운영제외리스크=0.100, 검증필요리스크=0.091",순위 15단계 하락 / 최종점수 -0.001 / 성장성 -0.000
802,719,UCtKaWarbIgekUqjGV_uEw3A,이무지,게임 실황형,명조,95200.0,60814.3,0.0347544824154769,0.5744957507760392,0.5752834773218143,0.4900407196195276,0.6268898488120951,0.4203721168874098,0.98208,보류,False,,성장성 신뢰도 양호,수집 영상 수 부족,"최종=0.574, 채널력=0.575, 성장성=0.490, 팬밀도=0.627, 라이브=0.420, 실전성=0.982, 운영제외리스크=0.000, 검증필요리스크=0.224",순위 7단계 하락 / 최종점수 -0.001 / 성장성 +0.001
803,721,UCFzvcQ3y_qMkjsqiST4jyzw,프로젝트명: 청춘,음악·보이스형,커버,1390.0,1279.0,0.0551745426441888,0.574306438012959,0.3735151187904967,0.5,0.8201943844492441,0.3960583153347732,0.98432,보류,False,,팬밀도 상위권,성장성 신뢰도 낮음,"최종=0.574, 채널력=0.374, 성장성=0.500, 팬밀도=0.820, 라이브=0.396, 실전성=0.984, 운영제외리스크=0.000, 검증필요리스크=0.196",순위 4단계 상승 / 최종점수 +0.001
804,722,UCZbpzSJPruFvC79c9p4s1Bw,룬,음악·보이스형,애니송커버,1870.0,12231.8,0.0548458202475518,0.5741105307354395,0.4293331533477322,0.4928760593220339,0.8185745140388769,0.3960583153347732,0.97536,보류,False,,팬밀도 상위권,성장성 신뢰도 낮음,"최종=0.574, 채널력=0.429, 성장성=0.493, 팬밀도=0.819, 라이브=0.396, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308",순위 1단계 상승 / 최종점수 -0.000 / 성장성 -0.000
805,723,UCdOOVVLWay2SxKma7mEm_pw,RANHEE 란희♥️,창작·비주얼형,코스프레,2950.0,8333.0,0.0409011686963198,0.5740748428582417,0.3858666306695464,0.5341732191108862,0.7122030237580994,0.4203721168874098,0.99104,보류,False,,성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.574, 채널력=0.386, 성장성=0.534, 팬밀도=0.712, 라이브=0.420, 실전성=0.991, 운영제외리스크=0.000, 검증필요리스크=0.112",순위 48단계 하락 / 최종점수 -0.005 / 성장성 +0.000
806,724,UCo_HoRbsUDjxrXHt438ZDTA,하루드럼,음악·보이스형,애니송커버,15000.0,1297.8,0.0446825976775234,0.5740610242669719,0.4846652267818574,0.3961540474990542,0.7429805615550756,0.4203721168874098,1.0,보류,False,,실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.574, 채널력=0.485, 성장성=0.396, 팬밀도=0.743, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 15단계 하락 / 최종점수 -0.001 / 성장성 -0.003
807,727,UCoAuhQ8_qV5JtmGeAvXnA1A,쿠이누,음악·보이스형,애니송커버,43900.0,5926.0,0.0284956636425449,0.5738237389159389,0.6359476241900648,0.4559003594588791,0.5145788336933045,0.4203721168874098,1.0,보류,False,,실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.574, 채널력=0.636, 성장성=0.456, 팬밀도=0.515, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 21단계 하락 / 최종점수 -0.002 / 성장성 +0.000
808,729,UC_yqHH8xcL-IVvv2U8M-IzA,유하유,음악·보이스형,보컬로이드JPOP커버,1020.0,191.0,0.1621622248739734,0.5736218188683073,0.2725431965442764,0.3686424608006456,0.988120950323974,0.4203721168874098,1.0,보류,False,,팬밀도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.574, 채널력=0.273, 성장성=0.369, 팬밀도=0.988, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 5단계 하락 / 최종점수 -0.000 / 성장성 +0.000
809,731,UCnY1K41u6VK5xtmlwkZ8WxA,옐링ᰔ,음악·보이스형,보컬로이드JPOP커버,11400.0,16314.8,0.0399034868151381,0.5735215408207344,0.5347597192224622,0.5,0.7014038876889849,0.3960583153347732,0.97536,보류,False,,뚜렷한 강점 신호 부족,성장성 신뢰도 낮음,"최종=0.574, 채널력=0.535, 성장성=0.500, 팬밀도=0.701, 라이브=0.396, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308",순위 10단계 하락 / 최종점수 -0.001
810,732,UCOYavv4k42Uq46y-Tm6jdmA,띠꾸♥,버츄얼 퍼포먼스형,버튜버,2670.0,1666.6,0.0378834019070031,0.5733255473199013,0.4368790496760259,0.4887718674119385,0.6695464362850972,0.4203721168874098,1.0,보류,False,,실전성 리스크 낮음 / 성장성 신뢰도 양호,주요 자동 리스크 낮음,"최종=0.573, 채널력=0.437, 성장성=0.489, 팬밀도=0.670, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000",순위 4단계 하락 / 최종점수 -0.000 / 성장성 +0.000
